"","GSPAR_IDS","ALTAR_ID","REPORT_YEAR","BASIN_NAME","SUBBASIN_NUMBER","SINGLE_MULTIPLE_AR","ANNUAL_REPORT_AREA","METHOD_USED","TOTAL_WATER_USE","WST_EXPLANATION","WST_GROUNDWATER","WST_OTHER","WST_RECYCLED_WATER","WST_REUSED_WATER","WST_SURFACE_WATER","WUS_AGRICULTURAL","WUS_EXPLANATION","WUS_INDUSTRIAL","WUS_MANAGED_RECHARGE","WUS_MANAGED_WETLANDS","WUS_NATIVE_VEGETATION","WUS_OTHER","WUS_URBAN","sum_used_up","total_water_and_other","total"
"48","44",NA,2020,"180/400 FOOT AQUIFER","3-004.01","Single Annual Report","Entire Basin","Groundwater extraction data was recieved from MCWRA and were filtered by location for the 180/400 Foot Aquifer Subbasin. The groundwater extraction total is inclusive of rural domestic pumping which was estimated multiplying the approximate number of domestic users by 0.39 AF/yr. Salinas River Diversion Facility (SRDF) Salinas River diversions and recycled water use numbers from from the Salinas Valley Reclamation Project (SVRP) were received from Monterey One Water. Addtional surface water diversions were downloaded from the SWRCB via eWRIMS and were filtered by location for the 180/400 Foot Aquifer Subbasin. Many growers and residents noted that some irrigation is reported both to SWRCB as surface water diversions and to MCWRA as groundwater pumping. To avoid double counting, all surface water reported as a Statement of Diversion and Use are excluded from the total surface water use. In other words, the total surface water use includes the SRDF river diversions, which were 6,700 AF/yr. in WY 2020, and appropriative surface water diversions reported to eWRIMS. In WY 2020, approximately 7,300 AF/yr. of the surface water diversions reported to eWRIMS were reported as a Statement of Diversion and Use and approximately 600 AF/yr. were reported as Appropriative. The recycled water total is made up of water from SVRP. ",139100,"",119300,0,12500,0,7300,126300,"This includes estimated Rural Domestic water use.",0,0,0,0,200,12600,139100,139100,0
"49","143",NA,2020,"BIG VALLEY","5-004","Single Annual Report","Entire Basin","Estimated from water budget model. Use by sector estimated based on historic trends. Relies heavily on assumptions about land use and population trends. Data sourced from DWR Land Use surveys, Precipitation and Evapotranspiration estimated from CIMIS station #43, Streamflow estimated from USGS stream gage 11349000 PIT R NR LOOKOUT CA. ",138500,"",53600,0,0,0,84900,80600,"",0,0,0,57800,0,100,138500,138500,0
"50","47",NA,2020,"CASTAC LAKE VALLEY","5-029","Single Annual Report","Entire Basin","Groundwater is the only supply source within the Basin, so total water use is equal to that of total estimated groundwater extraction. Water year total and monthly groundwater pumping data for the Basin are derived from available reported flowmeter readings between October 2019 and September 2020. Groundwater use data generally are reported by AF, with a precision of 0.001 AF, however some municipal water suppliers report in gallons, with a precision of 1.0 gallon.",982,"",982,0,0,0,0,1,"",0,0,0,0,0,981,982,982,0
"51","54",NA,2020,"CHOWCHILLA","5-022.05","Single Annual Report","Entire Basin","Total Water Use is assumed to be the total volume of water that is applied to land surfaces or that precipitates onto land surfaces. A portion of this water is consumptively ""used"" through evapotranspiration/evaporation. The remaining water is ""used"" to recharge the Subbasin through deep percolation and seepage of runoff.
Groundwater is determined following the methods described in Part B.
Surface water is determined from delivery records (from Districts) and riparian diversion reports (eWRIMS).
Precipitation is determined from PRISM data.",481170,"Precipitation",313430,72590,0,0,95150,462950,"",0,0,0,3890,0,14330,481170,481170,0
"52","49",NA,2020,"CUYAMA VALLEY","3-013","Single Annual Report","Entire Basin","Water budgets, including groundwater extractions, in the Cuyama Basin GSP were developed using the Cuyama Basin Water Resources Model (CBWRM) model, which is a fully integrated surface and groundwater flow model covering the Basin. The CBWRM integrates the groundwater aquifer with the surface hydrologic system and land surface processes and operations.  The CBWRM was used to develop a historical water budget that evaluated the availability and reliability of past surface water supply deliveries, aquifer response to water supply, and demand trends relative to water year type. For the GSP, the CBWRM was used to develop water budget estimates for the hydrologic period of 1998 through 2017. As discussed in the GSP, the model was developed based on the best available data and information as of June 2018. An assessment of model uncertainty included in the GSP estimated an error range in overall model results of about +/- 10%. It is expected that the model will be refined in the future as improved and updated monitoring information becomes available for the Basin. For the Annual Report, the CBWRM model was extended to include the 2018 through 2020 water years, utilizing updated land use, temperature and precipitation data from those years. No surface water was used in the Cuyama Basin during the reporting period.",53600,"",53600,0,0,0,0,53300,"",0,0,0,0,0,300,53600,53600,0
"53","59",NA,2020,"DELTA-MENDOTA","5-022.07","Single Annual Report","Entire Basin","Sum of self-reported volumes from each GSA within the Delta-Mendota Subbasin across six Subbasin GSP regions; Reflects water lost through canal leakage, pipe leakage, and other percolating waters",1593201,"",363500,0,14100,12500,1203101,1298800,"",3101,2300,270500,0,0,18500,1590901,1593201,2300
"54","51",NA,2020,"EASTERN SAN JOAQUIN","5-022.01","Single Annual Report","Entire Basin","Total water use is the sum of groundwater use (Part A) and surface water use (Part C).",1295934,"",790416,0,0,0,505518,1180942,"",0,0,0,0,0,114992,1295934,1295934,0
"55","50",NA,2020,"INDIAN WELLS VALLEY","6-054","Single Annual Report","Entire Basin","Water meters, electrical meters, population estimates, land use estimates, other estimates",23330,"",22000,0,1330,0,0,9960,"Other includes Federal Use: (1,410 AF), Domestic/Mutual/Co-Ops: (1,410 AF), and recycled water percolation/habitat support (740 AF).",2820,0,0,0,3560,6990,23330,23330,0
"56","",103,2020,"INDIO","7-021.01","Single Annual Report","Entire Basin","99% metered, 1% estimated",550667,"Colorado River Water",264443,271417,13162,0,1645,281500,"Other category refers to the unmetered groundwater pumping for domestic uses. Includes only water use in the Subbasin.",1382,0,0,0,1500,266285,550667,550667,0
"57","60",NA,2020,"KAWEAH","5-022.11","Single Annual Report","Entire Basin","Sum of groundwater use plus water supplies minus conveyance losses",1231600,"",1023200,0,11100,0,241400,940000,"",21800,20700,0,450,0,60900,1023150,1275700,252550
"58","63",NA,2020,"KERN COUNTY","5-022.14","Single Annual Report","Entire Basin","Meters, Land Use Calculations, Groundwater Model",3240630,"",1835054,0,58710,67,1346799,2232497,"Banking recovery, exchanges and pumpins",0,304723,22582,0,340174,176016,2771269,3240630,469361
"59","62",NA,2020,"KINGS","5-022.08","Single Annual Report","Entire Basin","Sum of all water supplies",2311598,"Riparian water diversions",1353418,28320,12497,0,917363,1963569,"James ID wells pumping in McMullin GSA",0,95980,0,0,36878,242171,2242618,2311598,68980
"60","58",NA,2020,"LAS POSAS VALLEY","4-008","Single Annual Report","Entire Basin","meters, reported sales",36596,"",27176,0,861,0,8558,25739,"domestic use",0,0,0,0,58,10799,36596,36595,-1
"61","",130,2020,"LIVERMORE VALLEY","2-010","Single Annual Report","Entire Basin","Sum of groundwater, surface water, and recycled water.",50913,"",15633,0,7176,0,28074,5821,"",0,2461,0,0,0,50641,56462,50883,-5579
"62","",162,2020,"LLAGAS AREA","3-003.01","Single Annual Report","Entire Basin","Metered (most use) or estimated using table of average uses or crop factors (estimated groundwater use). The distribution of 2200 AF of recycled water in the various water use sectors is based on the distribution ratio from 2020 data. Note - Industrial use for all water sources except recycled water is grouped with municipal use under Urban water use sector because we don't have data to distinguish between municipal and industrial use. ",45100,"",41900,0,2200,0,1000,23250,"",1067,21200,0,0,0,20783,45100,45100,0
"63","48,55,61,68",NA,2020,"MADERA","5-022.06","Multiple Annual Reports","Entire Basin","Explanations for individual Annual Reports are available on the SGMA Portal (https://sgma.water.ca.gov/portal/gspar/submitted).",844217,"Explanations for individual Annual Reports are available on the SGMA Portal (https://sgma.water.ca.gov/portal/gspar/submitted).",576410,163150,85,0,104672,741940,"Explanations for individual Annual Reports are available on the SGMA Portal (https://sgma.water.ca.gov/portal/gspar/submitted).",0,957,0,40250,0,55640,837830,844317,6487
"64","42",NA,2020,"MERCED","5-022.04","Single Annual Report","Entire Basin","Total water use is a simple sum (by sector) of the groundwater use and total surface water available for use. Groundwater use was calculated by a mixture of direct measurements and estimates from the MercedWRM. Surface water diversions were measured directly.",1216188,"",701391,0,0,0,514798,1149802,"",0,0,14891,0,0,51496,1216189,1216189,0
"65","",131,2020,"MISSION CREEK","7-021.02","Single Annual Report","Entire Basin","Metered wells and estimate of unmetered well use based on population in areas outside of municipal water service areas. Imported surface water used for groundwater replenishment metered Colorado River Aqueduct Water.",14427,"Imported Groundwater from Adjacent Subbasin",14316,111,0,0,0,740,"Undetermined but estimated to be mostly urban use by minimal pumpers who are not required to report producton to Coachella Valley Water District  (<25 AFY) or to Desert Water Agency (<10 AFY).",355,0,0,0,500,12832,14427,14427,0
"66","121",NA,2020,"MOUND","4-004.03","Single Annual Report","Entire Basin","Metered volumes applied to percentage of service area",13634,"",12028,0,0,0,1606,3839,"",0,0,0,1200,0,8595,13634,13634,0
"67","",122,2020,"NILES CONE","2-009.01","Single Annual Report","Entire Basin","Water Use is metered or gaged by Agency and/or Water Source Type. ACWD sources include local surface water from the Alameda Creek Watershed (measured by stream gage), extracted groundwater (with non-ACWD wells metered through the Replenishment Assessment Program), SWP (metered), SFPUC (metered), Lake Del Valle (metered), and Semitropic Water Storage District (metered). Local surface water from the Alameda Creek Watershed, as well as some SWP and Semitropic Water Storage District water, was used for managed aquifer recharge, which is recovered as groundwater pumping and other groundwater demands. Therefore, the numerical Total Water Use (72,093 AF) is not a net water supply value. Water Use by Non-ACWD Owned/Operated Wells and the City of Hayward Distribution System (via SFPUC) are also metered.",70093,"Includes water imported from the SWP (11,568 AF), SFPUC (8,997 AF), Lake Del Valle (745 AF), Semitropic Water Storage District (8,573 AF), Dry Year Water Transfer (1,289 AF), and the City of Hayward Distribution System (via SFPUC) (1,260 AF). Note that some SWP and Semitropic Water Storage District water was used for managed aquifer recharge, which is recovered as groundwater pumping and other groundwater demands.",21454,32432,0,0,16207,68,"""Non-Revenue Water"" (4,157 AF), ""Desal to SF Bay"" (3,126 AF), and ""ARP"" (305 AF) were added as Water Use Sectors to account for water that could not be appropriately categorized under SGMA water use sectors. ""Non-Revenue Water"" is the amount of water supplied to the ACWD distribution system less the summation of meter readings for which customers were billed. Non-Revenue Water includes non-billed consumption (fire flows, distribution system flushing, etc.) plus real and apparent losses. ""Desal to SF Bay"" is brine and brine dilution water discharged from the Desalination Facility as wastewater and discharged to San Francisco Bay. ""ARP"" is the Aquifer Reclamation Program. Groundwater classified under ""ARP"" is water extracted to improve basin water quality, but is not supplied to the Desalination Facility for potable reuse.",4993,19947,0,0,7588,37496,50145,70093,19948
